path,full_duration_ms,sound_duration_ms,n_pulses,pulse_rate_hz,pulse_strength,rms,centroid_hz,bandwidth_hz,dominant_hz,flatness,class
data/annotated/test/click/01-220217_1120_Ch4_click_23.wav,0.97,2.0,1,0.0,0.0,2e-05,1032.26,0.0,1032.26,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_24.wav,1.33,2.0,1,0.0,0.0,1e-05,1012.83,357.83,750.0,0.84,click
data/annotated/test/click/01-220217_1120_Ch4_click_25.wav,1.18,2.0,1,0.0,0.0,1e-05,1096.39,385.71,849.56,0.7,click
data/annotated/test/click/01-220217_1120_Ch4_click_26.wav,0.72,2.0,1,0.0,0.0,1e-05,1391.3,0.0,1391.3,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_27.wav,3.41,3.41,1,400.0,0.327,2e-05,709.02,447.06,293.58,0.3,click
data/annotated/test/click/01-220217_1120_Ch4_click_28.wav,1.58,2.0,1,0.0,0.0,1e-05,1023.69,346.95,1263.16,0.24,click
data/annotated/test/click/01-220217_1120_Ch4_click_29.wav,1.8,2.0,1,0.0,0.0,2e-05,1099.39,440.07,1109.83,0.99,click
data/annotated/test/click/01-220217_1120_Ch4_click_3.wav,9.58,9.58,3,117.6,0.144,2e-05,611.0,560.85,104.35,0.14,click
data/annotated/test/click/01-220217_1120_Ch4_click_30.wav,0.94,2.0,1,0.0,0.0,2e-05,1066.67,0.0,1066.67,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_31.wav,1.35,2.0,1,0.0,0.0,1e-05,1152.65,366.48,1476.92,0.97,click
data/annotated/test/click/01-220217_1120_Ch4_click_32.wav,1.69,2.0,1,0.0,0.0,2e-05,1025.95,440.3,592.59,0.78,click
data/annotated/test/click/01-220217_1120_Ch4_click_33.wav,1.43,2.0,1,0.0,0.0,1e-05,813.04,257.07,700.73,0.37,click
data/annotated/test/click/01-220217_1120_Ch4_click_34.wav,1.4,2.0,1,0.0,0.0,0.0,1047.83,357.21,716.42,0.99,click
data/annotated/test/click/01-220217_1120_Ch4_click_35.wav,1.77,2.0,1,0.0,0.0,2e-05,1150.39,454.66,1129.41,0.99,click
data/annotated/test/click/01-220217_1120_Ch4_click_36.wav,1.07,2.0,1,0.0,0.0,2e-05,1183.53,413.7,932.04,0.65,click
data/annotated/test/click/01-220217_1120_Ch4_click_37.wav,1.35,2.0,1,0.0,0.0,2e-05,889.65,297.98,738.46,0.48,click
data/annotated/test/click/01-220217_1120_Ch4_click_38.wav,0.84,2.0,1,0.0,0.0,2e-05,1185.19,0.0,1185.19,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_39.wav,1.21,2.0,1,0.0,0.0,1e-05,966.25,309.08,827.59,0.39,click
data/annotated/test/click/01-220217_1120_Ch4_click_4.wav,2.72,2.72,1,0.0,0.0,1e-05,839.92,491.77,367.82,0.51,click
data/annotated/test/click/01-220217_1120_Ch4_click_40.wav,1.1,2.0,1,0.0,0.0,1e-05,1191.88,421.06,905.66,0.76,click
data/annotated/test/click/01-220217_1120_Ch4_click_41.wav,1.18,2.0,1,0.0,0.0,1e-05,868.48,125.37,849.56,0.05,click
data/annotated/test/click/01-220217_1120_Ch4_click_42.wav,0.8,2.0,1,0.0,0.0,3e-05,1246.75,0.0,1246.75,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_43.wav,1.33,2.0,1,0.0,0.0,2e-05,1101.52,374.26,750.0,0.99,click
data/annotated/test/click/01-220217_1120_Ch4_click_44.wav,0.75,2.0,1,0.0,0.0,1e-05,1333.33,0.0,1333.33,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_45.wav,1.1,2.0,1,0.0,0.0,1e-05,1276.15,445.28,905.66,0.94,click
data/annotated/test/click/01-220217_1120_Ch4_click_46.wav,2.41,2.41,1,0.0,0.0,2e-05,691.39,421.58,415.58,0.13,click
data/annotated/test/click/01-220217_1120_Ch4_click_47.wav,1.3,2.0,1,0.0,0.0,1e-05,889.61,280.37,768.0,0.36,click
data/annotated/test/click/01-220217_1120_Ch4_click_48.wav,1.12,2.0,1,0.0,0.0,2e-05,1207.15,426.15,888.89,0.85,click
data/annotated/test/click/01-220217_1120_Ch4_click_49.wav,1.25,2.0,1,0.0,0.0,3e-05,860.49,211.5,800.0,0.16,click
data/annotated/test/click/01-220217_1120_Ch4_click_5.wav,3.74,3.74,1,400.0,0.3,1e-05,1070.77,466.19,802.23,0.75,click
data/annotated/test/click/01-220217_1120_Ch4_click_50.wav,1.14,2.0,1,0.0,0.0,1e-05,1235.77,432.02,880.73,0.93,click
data/annotated/test/click/01-220217_1120_Ch4_click_51.wav,1.79,2.0,1,0.0,0.0,2e-05,922.06,413.1,558.14,0.69,click
data/annotated/test/click/01-220217_1120_Ch4_click_52.wav,1.81,2.0,1,0.0,0.0,1e-05,1103.46,438.68,1103.45,0.99,click
data/annotated/test/click/01-220217_1120_Ch4_click_53.wav,0.88,2.0,1,0.0,0.0,1e-05,1142.86,0.0,1142.86,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_54.wav,0.9,2.0,1,0.0,0.0,1e-05,1116.28,0.0,1116.28,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_55.wav,0.97,2.0,1,0.0,0.0,1e-05,1032.26,0.0,1032.26,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_56.wav,0.61,2.0,1,0.0,0.0,3e-05,1627.12,0.0,1627.12,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_57.wav,1.08,2.0,1,0.0,0.0,1e-05,1304.87,454.6,923.08,0.94,click
data/annotated/test/click/01-220217_1120_Ch4_click_58.wav,1.06,2.0,1,0.0,0.0,1e-05,1366.76,468.43,941.18,0.98,click
data/annotated/test/click/01-220217_1120_Ch4_click_59.wav,1.11,2.0,1,0.0,0.0,1e-05,1154.25,405.65,897.2,0.69,click
data/annotated/test/click/01-220217_1120_Ch4_click_6.wav,4.75,4.75,1,250.0,-0.128,2e-05,617.49,525.43,210.53,0.14,click
data/annotated/test/click/01-220217_1120_Ch4_click_60.wav,1.4,2.0,1,0.0,0.0,1e-05,1080.43,358.16,1432.84,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_61.wav,2.8,2.8,1,0.0,0.0,1e-05,859.81,488.96,356.88,0.66,click
data/annotated/test/click/01-220217_1120_Ch4_click_62.wav,1.11,2.0,1,0.0,0.0,4e-05,933.86,177.62,897.2,0.09,click
data/annotated/test/click/01-220217_1120_Ch4_click_63.wav,1.36,2.0,1,0.0,0.0,1e-05,1025.96,359.01,732.82,0.92,click
data/annotated/test/click/01-220217_1120_Ch4_click_64.wav,1.04,2.0,1,0.0,0.0,2e-05,1151.1,383.32,960.0,0.47,click
data/annotated/test/click/01-220217_1120_Ch4_click_65.wav,0.82,2.0,1,0.0,0.0,1e-05,1215.19,0.0,1215.19,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_66.wav,0.8,2.0,1,0.0,0.0,1e-05,1246.75,0.0,1246.75,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_67.wav,1.15,2.0,1,0.0,0.0,1e-05,1401.13,426.55,1745.45,0.91,click
data/annotated/test/click/01-220217_1120_Ch4_click_68.wav,0.74,2.0,1,0.0,0.0,3e-05,1352.11,0.0,1352.11,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_69.wav,0.84,2.0,0,0.0,0.0,0.0,1185.19,0.0,1185.19,0.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_7.wav,2.03,2.03,1,0.0,0.0,1e-05,1001.98,530.43,492.31,0.69,click
data/annotated/test/click/01-220217_1120_Ch4_click_70.wav,1.08,2.0,1,0.0,0.0,1e-05,1025.97,290.5,923.08,0.25,click
data/annotated/test/click/01-220217_1120_Ch4_click_71.wav,0.9,2.0,1,0.0,0.0,0.0,1116.28,0.0,1116.28,0.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_72.wav,1.16,2.0,1,0.0,0.0,1e-05,1026.79,337.38,864.86,0.44,click
data/annotated/test/click/01-220217_1120_Ch4_click_73.wav,1.08,2.0,1,0.0,0.0,1e-05,1364.91,461.12,923.08,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_74.wav,0.78,2.0,1,0.0,0.0,1e-05,1280.0,0.0,1280.0,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_75.wav,1.02,2.0,1,0.0,0.0,2e-05,1163.33,382.4,979.59,0.44,click
data/annotated/test/click/01-220217_1120_Ch4_click_76.wav,1.05,2.0,1,0.0,0.0,5e-05,1095.87,342.12,950.5,0.35,click
data/annotated/test/click/01-220217_1120_Ch4_click_77.wav,0.89,2.0,1,0.0,0.0,1e-05,1129.41,0.0,1129.41,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_78.wav,0.79,2.0,1,0.0,0.0,0.0,1263.16,0.0,1263.16,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_79.wav,0.83,2.0,1,0.0,0.0,1e-05,1200.0,0.0,1200.0,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_8.wav,3.4,3.4,1,400.0,-0.013,2e-05,824.78,538.27,294.48,0.47,click
data/annotated/test/click/01-220217_1120_Ch4_click_80.wav,2.08,2.08,1,0.0,0.0,1e-05,1111.49,412.85,1440.0,0.54,click
data/annotated/test/click/01-220217_1120_Ch4_click_81.wav,1.16,2.0,1,0.0,0.0,1e-05,1148.47,406.02,864.86,0.79,click
data/annotated/test/click/01-220217_1120_Ch4_click_82.wav,0.99,2.0,1,0.0,0.0,2e-05,1010.53,0.0,1010.53,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_83.wav,0.77,2.0,1,0.0,0.0,1e-05,1297.3,0.0,1297.3,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_84.wav,0.64,2.0,1,0.0,0.0,1e-05,1573.77,0.0,1573.77,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_85.wav,1.07,2.0,1,0.0,0.0,2e-05,1252.6,442.74,932.04,0.82,click
data/annotated/test/click/01-220217_1120_Ch4_click_86.wav,1.48,2.0,1,0.0,0.0,2e-05,922.95,325.51,676.06,0.86,click
data/annotated/test/click/01-220217_1120_Ch4_click_87.wav,1.33,2.0,1,0.0,0.0,1e-05,1276.74,342.93,1500.0,0.72,click
data/annotated/test/click/01-220217_1120_Ch4_click_88.wav,3.75,3.75,1,400.0,0.017,1e-05,834.01,563.51,266.67,0.48,click
data/annotated/test/click/01-220217_1120_Ch4_click_89.wav,2.21,2.21,1,0.0,0.0,1e-05,911.86,471.29,452.83,0.54,click
data/annotated/test/click/01-220217_1120_Ch4_click_9.wav,3.08,3.08,1,400.0,-0.19,1e-05,749.19,419.23,324.32,0.25,click
data/annotated/test/click/01-220217_1120_Ch4_click_90.wav,1.34,2.0,1,0.0,0.0,2e-05,953.92,334.8,744.19,0.68,click
data/annotated/test/click/01-220217_1120_Ch4_click_91.wav,1.03,2.0,1,0.0,0.0,1e-05,1431.94,484.32,969.7,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_92.wav,2.32,2.32,1,0.0,0.0,1e-05,870.21,408.8,430.49,0.62,click
data/annotated/test/click/01-220217_1120_Ch4_click_93.wav,0.86,2.0,1,0.0,0.0,1e-05,1156.63,0.0,1156.63,1.0,click
data/annotated/test/click/01-220217_1120_Ch4_click_94.wav,1.95,2.0,1,0.0,0.0,1e-05,994.3,420.79,513.37,0.99,click
data/annotated/test/click/01-220217_1120_Ch4_click_95.wav,1.56,2.0,1,0.0,0.0,2e-05,1082.91,463.24,640.0,0.71,click
data/annotated/test/click/01-220217_1120_Ch4_click_96.wav,1.19,2.0,1,0.0,0.0,3e-05,966.63,298.92,842.11,0.34,click
data/annotated/test/click/01-220217_1120_Ch4_click_97.wav,1.09,2.0,1,0.0,0.0,2e-05,1154.64,402.47,914.29,0.63,click
data/annotated/test/click/01-220217_1120_Ch4_click_98.wav,1.41,2.0,1,0.0,0.0,1e-05,1007.93,350.67,711.11,0.95,click
data/annotated/test/click/01-220217_1120_Ch4_click_99.wav,1.08,2.0,1,0.0,0.0,1e-05,1241.42,438.76,923.08,0.82,click
data/annotated/test/click/01-220218_1108_Ch4_click_1.wav,23.53,23.53,6,400.0,0.461,1e-05,801.25,577.82,84.99,0.22,click
data/annotated/test/click/01-220218_1151_Ch4_click_1.wav,20.12,20.12,6,69.0,0.104,1e-05,919.04,506.12,99.38,0.3,click
data/annotated/test/click/01-220218_1151_Ch4_click_2.wav,23.68,23.68,6,400.0,0.534,1e-05,713.57,542.2,84.47,0.18,click
data/annotated/test/click/01-220218_1234_Ch4_click_1.wav,8.29,8.29,2,142.9,0.181,1e-05,1077.69,534.93,1206.03,0.58,click
data/annotated/test/click/01-220218_1234_Ch4_click_2.wav,6.64,6.64,2,166.7,-0.039,1e-05,1001.97,528.24,904.24,0.38,click
data/annotated/test/click/01-220224_1243_Ch4_click_1.wav,4.94,4.94,1,250.0,0.16,1e-05,1004.65,446.01,1215.19,0.69,click
data/annotated/test/click/01-220224_1243_Ch4_click_10.wav,2.66,2.66,1,0.0,0.0,1e-05,1033.45,431.73,1129.41,0.61,click
data/annotated/test/click/01-220224_1243_Ch4_click_100.wav,2.44,2.44,1,0.0,0.0,3e-05,875.59,475.86,410.26,0.74,click
data/annotated/test/click/01-220224_1243_Ch4_click_101.wav,2.29,2.29,1,0.0,0.0,2e-05,712.29,396.76,436.36,0.28,click
data/annotated/test/click/01-220224_1243_Ch4_click_102.wav,2.28,2.28,1,0.0,0.0,1e-05,1235.12,495.14,1315.07,0.59,click
data/annotated/test/click/01-220224_1243_Ch4_click_103.wav,2.21,2.21,1,0.0,0.0,0.0,1123.85,474.22,905.66,0.93,click
data/annotated/test/click/01-220224_1243_Ch4_click_104.wav,3.31,3.31,1,400.0,-0.203,2e-05,1035.86,458.21,603.77,0.69,click
data/annotated/test/click/01-220224_1243_Ch4_click_105.wav,2.32,2.32,1,0.0,0.0,1e-05,1008.74,486.9,430.49,0.84,click
data/annotated/test/click/01-220224_1243_Ch4_click_106.wav,2.48,2.48,1,0.0,0.0,1e-05,802.03,400.64,403.36,0.64,click
data/annotated/test/click/01-220224_1243_Ch4_click_107.wav,1.48,2.0,1,0.0,0.0,1e-05,1020.36,337.97,1352.11,1.0,click
data/annotated/test/click/01-220224_1243_Ch4_click_108.wav,1.72,2.0,1,0.0,0.0,1e-05,1071.12,479.24,581.82,0.92,click
data/annotated/test/click/01-220224_1243_Ch4_click_109.wav,0.93,2.0,1,0.0,0.0,1e-05,1078.65,0.0,1078.65,1.0,click
data/annotated/test/click/01-220224_1243_Ch4_click_11.wav,1.15,2.0,1,0.0,0.0,2e-05,1114.2,390.42,872.73,0.67,click
data/annotated/test/click/01-220224_1243_Ch4_click_110.wav,1.22,2.0,1,0.0,0.0,2e-05,1236.26,410.22,1641.03,1.0,click
data/annotated/test/click/01-220224_1243_Ch4_click_111.wav,2.32,2.32,1,0.0,0.0,1e-05,945.12,528.3,430.49,0.69,click
data/annotated/test/click/01-220224_1243_Ch4_click_112.wav,2.11,2.11,1,0.0,0.0,2e-05,791.0,496.57,472.91,0.27,click
data/annotated/test/click/01-220224_1243_Ch4_click_113.wav,2.65,2.65,1,0.0,0.0,2e-05,829.13,477.46,377.95,0.51,click
data/annotated/test/click/01-220224_1243_Ch4_click_114.wav,1.58,2.0,1,0.0,0.0,1e-05,1040.2,486.5,631.58,0.68,click
data/annotated/test/click/01-220224_1243_Ch4_click_115.wav,2.57,2.57,1,0.0,0.0,1e-05,1172.7,506.32,1554.66,0.85,click
data/annotated/test/click/01-220224_1243_Ch4_click_116.wav,3.19,3.19,1,400.0,0.033,2e-05,941.82,637.56,313.73,0.45,click
data/annotated/test/click/01-220224_1243_Ch4_click_117.wav,4.65,4.65,2,250.0,0.017,1e-05,859.58,475.56,215.25,0.43,click
data/annotated/test/click/01-220224_1243_Ch4_click_118.wav,1.84,2.0,1,0.0,0.0,2e-05,848.83,385.59,542.37,0.56,click
data/annotated/test/click/01-220224_1243_Ch4_click_119.wav,2.07,2.07,1,0.0,0.0,3e-05,794.7,440.17,482.41,0.28,click
data/annotated/test/click/01-220224_1243_Ch4_click_12.wav,2.16,2.16,1,0.0,0.0,1e-05,926.79,439.17,463.77,0.29,click
data/annotated/test/click/01-220224_1243_Ch4_click_120.wav,2.65,2.65,1,0.0,0.0,2e-05,966.12,562.52,377.95,0.71,click
data/annotated/test/click/01-220224_1243_Ch4_click_121.wav,3.28,3.28,1,400.0,-0.033,1e-05,861.81,468.09,304.76,0.6,click
data/annotated/test/click/01-220224_1243_Ch4_click_122.wav,2.67,2.67,1,0.0,0.0,1e-05,891.47,431.18,375.0,0.42,click
data/annotated/test/click/01-220224_1243_Ch4_click_123.wav,1.42,2.0,1,0.0,0.0,2e-05,901.4,315.89,705.88,0.67,click
data/annotated/test/click/01-220224_1243_Ch4_click_124.wav,1.38,2.0,1,0.0,0.0,1e-05,967.03,341.89,727.27,0.79,click
data/annotated/test/click/01-220224_1243_Ch4_click_125.wav,2.15,2.15,1,0.0,0.0,1e-05,958.93,494.92,466.02,0.73,click
data/annotated/test/click/01-220224_1243_Ch4_click_126.wav,2.12,2.12,1,0.0,0.0,1e-05,921.98,397.91,941.18,0.44,click
data/annotated/test/click/01-220224_1243_Ch4_click_127.wav,1.09,2.0,1,0.0,0.0,0.0,1351.48,456.71,914.29,1.0,click
data/annotated/test/click/01-220224_1243_Ch4_click_128.wav,3.52,3.52,1,400.0,-0.016,2e-05,965.51,492.45,852.07,0.42,click
data/annotated/test/click/01-220224_1243_Ch4_click_129.wav,3.78,3.78,1,400.0,-0.31,1e-05,929.95,552.22,264.46,0.66,click
data/annotated/test/click/01-220224_1243_Ch4_click_13.wav,2.28,2.28,1,0.0,0.0,1e-05,1019.23,462.95,438.36,0.92,click
data/annotated/test/click/01-220224_1243_Ch4_click_130.wav,2.41,2.41,1,0.0,0.0,1e-05,850.03,489.19,415.58,0.47,click
data/annotated/test/click/01-220224_1243_Ch4_click_131.wav,4.46,4.46,2,400.0,0.183,1e-05,681.07,388.55,224.3,0.27,click
data/annotated/test/click/01-220224_1243_Ch4_click_132.wav,1.82,2.0,1,0.0,0.0,2e-05,871.36,440.49,548.57,0.54,click
data/annotated/test/click/01-220224_1243_Ch4_click_133.wav,1.55,2.0,1,0.0,0.0,1e-05,1191.99,487.44,1288.59,0.89,click
data/annotated/test/click/01-220224_1243_Ch4_click_134.wav,1.34,2.0,1,0.0,0.0,2e-05,906.65,307.42,744.19,0.52,click
data/annotated/test/click/01-220224_1243_Ch4_click_135.wav,1.27,2.0,1,0.0,0.0,1e-05,1065.43,376.29,786.89,0.84,click
data/annotated/test/click/01-220224_1243_Ch4_click_136.wav,2.89,2.89,1,0.0,0.0,1e-05,840.04,499.25,346.57,0.66,click
data/annotated/test/click/01-220224_1243_Ch4_click_137.wav,1.99,2.0,1,0.0,0.0,2e-05,702.13,366.5,502.62,0.26,click
data/annotated/test/click/01-220224_1243_Ch4_click_138.wav,3.27,3.27,1,400.0,-0.241,2e-05,742.51,480.73,305.73,0.37,click
data/annotated/test/click/01-220224_1243_Ch4_click_139.wav,2.0,2.0,1,0.0,0.0,1e-05,1179.29,521.93,1000.0,0.92,click
data/annotated/test/click/01-220224_1243_Ch4_click_14.wav,2.68,2.68,1,0.0,0.0,2e-05,882.72,384.16,747.08,0.25,click
data/annotated/test/click/01-220224_1243_Ch4_click_140.wav,4.25,4.25,2,400.0,-0.003,1e-05,737.81,534.59,235.29,0.34,click
data/annotated/test/click/01-220224_1243_Ch4_click_141.wav,4.17,4.17,1,400.0,0.012,1e-05,967.18,472.27,480.0,0.48,click
data/annotated/test/click/01-220224_1243_Ch4_click_142.wav,2.29,2.29,1,0.0,0.0,1e-05,864.0,451.6,436.36,0.61,click
data/annotated/test/click/01-220224_1243_Ch4_click_143.wav,1.89,2.0,1,0.0,0.0,0.0,1105.06,432.27,1591.16,0.98,click
data/annotated/test/click/01-220224_1243_Ch4_click_144.wav,1.19,2.0,1,0.0,0.0,2e-05,994.35,324.08,842.11,0.42,click
data/annotated/test/click/01-220224_1243_Ch4_click_145.wav,2.85,2.85,1,0.0,0.0,1e-05,939.76,486.07,350.36,0.73,click
data/annotated/test/click/01-220224_1243_Ch4_click_146.wav,4.3,4.3,1,285.7,0.109,1e-05,765.64,478.07,232.45,0.41,click
data/annotated/test/click/01-220224_1243_Ch4_click_147.wav,2.22,2.22,1,0.0,0.0,1e-05,982.43,449.67,450.7,0.77,click
data/annotated/test/click/01-220224_1243_Ch4_click_148.wav,1.97,2.0,1,0.0,0.0,2e-05,727.56,283.7,507.94,0.23,click
data/annotated/test/click/01-220224_1243_Ch4_click_149.wav,1.72,2.0,1,0.0,0.0,0.0,1141.89,462.32,1163.64,0.99,click
data/annotated/test/click/01-220224_1243_Ch4_click_15.wav,2.05,2.05,1,0.0,0.0,2e-05,999.86,517.76,487.31,0.63,click
data/annotated/test/click/01-220224_1243_Ch4_click_150.wav,4.91,4.91,2,250.0,-0.159,1e-05,1087.97,417.74,1222.93,0.35,click
data/annotated/test/click/01-220224_1243_Ch4_click_151.wav,1.94,2.0,1,0.0,0.0,2e-05,669.49,290.05,516.13,0.19,click
data/annotated/test/click/01-220224_1243_Ch4_click_152.wav,1.24,2.0,1,0.0,0.0,0.0,1299.62,393.3,1613.45,0.91,click
data/annotated/test/click/01-220224_1243_Ch4_click_153.wav,1.48,2.0,1,0.0,0.0,2e-05,803.77,264.63,676.06,0.44,click
data/annotated/test/click/01-220224_1243_Ch4_click_154.wav,3.52,3.52,1,400.0,-0.009,1e-05,871.68,546.37,284.02,0.46,click
data/annotated/test/click/01-220224_1243_Ch4_click_155.wav,3.12,3.12,1,400.0,-0.47,1e-05,953.71,521.85,320.0,0.63,click
data/annotated/test/click/01-220224_1243_Ch4_click_156.wav,3.21,3.21,1,400.0,-0.302,1e-05,1256.03,392.34,1246.75,0.45,click
data/annotated/test/click/01-220224_1243_Ch4_click_157.wav,3.34,3.34,1,400.0,-0.297,1e-05,890.27,484.11,299.07,0.64,click
data/annotated/test/click/01-220224_1243_Ch4_click_158.wav,5.77,5.77,2,222.2,-0.103,1e-05,854.15,549.28,173.29,0.72,click
data/annotated/test/click/01-220224_1243_Ch4_click_159.wav,3.21,3.21,1,400.0,0.041,1e-05,733.64,480.98,311.69,0.34,click
data/annotated/test/click/01-220224_1243_Ch4_click_16.wav,3.24,3.24,1,400.0,-0.351,1e-05,1108.02,593.72,308.68,0.61,click
data/annotated/test/click/01-220224_1243_Ch4_click_160.wav,1.73,2.0,1,0.0,0.0,2e-05,817.33,368.52,578.31,0.33,click
data/annotated/test/click/01-220224_1243_Ch4_click_161.wav,1.85,2.0,1,0.0,0.0,2e-05,982.96,431.06,539.33,0.91,click
data/annotated/test/click/01-220224_1243_Ch4_click_162.wav,2.18,2.18,1,0.0,0.0,1e-05,1152.72,547.09,459.33,0.85,click
data/annotated/test/click/01-220224_1243_Ch4_click_163.wav,2.86,2.86,1,0.0,0.0,2e-05,917.52,464.29,698.18,0.84,click
data/annotated/test/click/01-220224_1243_Ch4_click_164.wav,2.47,2.47,1,0.0,0.0,2e-05,904.74,412.38,810.13,0.84,click
data/annotated/test/click/01-220224_1243_Ch4_click_165.wav,4.07,4.07,1,285.7,0.024,1e-05,734.5,540.19,245.52,0.28,click
data/annotated/test/click/01-220224_1243_Ch4_click_166.wav,2.61,2.61,1,0.0,0.0,1e-05,967.66,473.89,764.94,0.7,click
data/annotated/test/click/01-220224_1243_Ch4_click_167.wav,1.48,2.0,1,0.0,0.0,1e-05,910.06,321.62,676.06,0.83,click
data/annotated/test/click/01-220224_1243_Ch4_click_168.wav,1.96,2.0,1,0.0,0.0,1e-05,905.62,407.56,510.64,0.86,click
data/annotated/test/click/01-220224_1243_Ch4_click_169.wav,3.24,3.24,1,400.0,-0.338,1e-05,819.83,514.55,308.68,0.55,click
data/annotated/test/click/01-220224_1243_Ch4_click_17.wav,2.14,2.14,1,0.0,0.0,1e-05,1090.87,526.18,468.29,0.95,click
